dataset,condition,repeat,global_best,global_min,init_best_norm,auc_best,final_best,final_best_normalised,steps_to_90pct,switch_count,switch_frequency,failure_count,regime,ea_ratio,pool_size,acq
pareto_20201218,ea20_p40_rand,1,5.44426438452636,-1.9304201262287157,-0.14795900137072068,0.6564727530107288,5.44426438452636,0.9999999999998163,17,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,2,5.44426438452636,-1.9304201262287157,1.0,1.0,5.44426438452636,0.9999999999998163,0,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,3,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.7535468224778752,5.44426438452636,0.9999999999998163,17,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,4,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.7085693310784551,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,5,5.44426438452636,-1.9304201262287157,0.15697287069571897,0.8663283926310761,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,6,5.44426438452636,-1.9304201262287157,0.39832550833358316,0.8750748463734163,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,7,5.44426438452636,-1.9304201262287157,0.6091588655870268,0.810649985413046,5.44426438452636,0.9999999999998163,21,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,8,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.7171179888626822,5.44426438452636,0.9999999999998163,21,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,9,5.44426438452636,-1.9304201262287157,0.14231863694654603,0.7122800599408284,5.44426438452636,0.9999999999998163,17,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,10,5.44426438452636,-1.9304201262287157,0.16862640616095434,0.8354632179672048,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,11,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.9275137713170221,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,12,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.9544639579810086,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,13,5.44426438452636,-1.9304201262287157,0.03707029581911419,0.6430318950212608,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,14,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.9275137713170221,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,15,5.44426438452636,-1.9304201262287157,0.20270980841072048,0.7623259891204651,5.44426438452636,0.9999999999998163,17,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,16,5.44426438452636,-1.9304201262287157,0.46210013501391495,0.8386791243811512,5.44426438452636,0.9999999999998163,13,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,17,5.44426438452636,-1.9304201262287157,0.006682810262795429,0.583071266633957,5.44426438452636,0.9999999999998163,25,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,18,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.8115358054242575,5.44426438452636,0.9999999999998163,13,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p40_rand,19,5.44426438452636,-1.9304201262287157,0.15697287069571897,0.9027572262462691,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,40.0,
pareto_20201218,ea20_p160_ucb2,0,5.44426438452636,-1.9304201262287157,0.39832550833358316,0.6483151285860569,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,1,5.44426438452636,-1.9304201262287157,-0.14795900137072068,0.624133462762747,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,2,5.44426438452636,-1.9304201262287157,1.0,1.0,5.44426438452636,0.9999999999998163,0,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,3,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.641599325495372,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,4,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.9544639579810086,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,5,5.44426438452636,-1.9304201262287157,0.15697287069571897,0.5758521083759127,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,6,5.44426438452636,-1.9304201262287157,0.39832550833358316,0.6673293328938362,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,7,5.44426438452636,-1.9304201262287157,0.6091588655870268,0.8827833243033142,5.44426438452636,0.9999999999998163,13,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,8,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.6233887021054421,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,9,5.44426438452636,-1.9304201262287157,0.14231863694654603,0.8219203613811922,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,10,5.44426438452636,-1.9304201262287157,0.16862640616095434,0.6592027805203461,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,11,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.6621414390611189,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,12,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.7102896108862354,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,13,5.44426438452636,-1.9304201262287157,0.03707029581911419,0.6230302689697095,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,14,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.8115358054242575,5.44426438452636,0.9999999999998163,13,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,15,5.44426438452636,-1.9304201262287157,0.20270980841072048,0.7418439687241783,5.44426438452636,0.9999999999998163,21,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,16,5.44426438452636,-1.9304201262287157,0.46210013501391495,0.6945034906227108,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,17,5.44426438452636,-1.9304201262287157,0.006682810262795429,0.6419713213307805,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,18,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.7022493045786782,5.44426438452636,0.9999999999998163,25,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_ucb2,19,5.44426438452636,-1.9304201262287157,0.15697287069571897,0.9027572262462691,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,160.0,ucb2
pareto_20201218,ea20_p160_rand,0,5.44426438452636,-1.9304201262287157,0.39832550833358316,0.9305971368741202,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,1,5.44426438452636,-1.9304201262287157,-0.14795900137072068,0.8095944985710197,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,2,5.44426438452636,-1.9304201262287157,1.0,1.0,5.44426438452636,0.9999999999998163,0,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,3,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.6863468684789639,5.44426438452636,0.9999999999998163,25,0,0.0,0,flat,0.2,160.0,
