dataset,condition,repeat,global_best,global_min,init_best_norm,auc_best,final_best,final_best_normalised,steps_to_90pct,switch_count,switch_frequency,failure_count,regime,batch_size,refit
hartmann6,batch2_refit,4,1.7914431443280272,0.0001950575971415,0.10777015419263257,0.7320634628439803,1.7914431443280272,0.9999999999994418,27,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,5,1.7914431443280272,0.0001950575971415,0.07995088424058891,0.8656305135130725,1.7914431443280272,0.9999999999994418,9,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,6,1.7914431443280272,0.0001950575971415,0.12824218389169903,0.8440682770577419,1.7914431443280272,0.9999999999994418,9,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,7,1.7914431443280272,0.0001950575971415,0.3582180283520165,0.7603181487139514,1.454525689842031,0.8119295856228881,-1,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,8,1.7914431443280272,0.0001950575971415,0.08921943774938301,0.6811057229230911,1.7914431443280272,0.9999999999994418,33,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,9,1.7914431443280272,0.0001950575971415,0.8119295856233414,0.9106578002125942,1.7914431443280272,0.9999999999994418,29,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,10,1.7914431443280272,0.0001950575971415,0.41884855836326584,0.9130813544773366,1.7914431443280272,0.9999999999994418,9,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,11,1.7914431443280272,0.0001950575971415,0.0893963570108011,0.6168707128224584,1.7914431443280272,0.9999999999994418,43,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,12,1.7914431443280272,0.0001950575971415,0.0893963570108011,0.6530664835822678,1.7914431443280272,0.9999999999994418,41,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,13,1.7914431443280272,0.0001950575971415,0.30705316798911725,0.7401641716367522,1.7914431443280272,0.9999999999994418,23,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,14,1.7914431443280272,0.0001950575971415,0.5277412980450483,0.8065857399950508,1.7914431443280272,0.9999999999994418,23,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,15,1.7914431443280272,0.0001950575971415,0.6605046370631522,0.7623273674491182,1.7914431443280272,0.9999999999994418,35,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,16,1.7914431443280272,0.0001950575971415,0.6565749876852086,0.823033694600754,1.7914431443280272,0.9999999999994418,33,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,17,1.7914431443280272,0.0001950575971415,0.8613005066045224,0.9639342047673425,1.7914431443280272,0.9999999999994418,13,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,18,1.7914431443280272,0.0001950575971415,0.12304381533818813,0.7198990578894185,1.7914431443280272,0.9999999999994418,27,0,0.0,0,multimodal,2.0,True
hartmann6,batch2_refit,19,1.7914431443280272,0.0001950575971415,1.0,1.0,1.7914431443280272,0.9999999999994418,0,0,0.0,0,multimodal,2.0,True
hartmann6,batch4_joint,0,1.7914431443280272,0.0001950575971415,0.6051133527708046,0.8202623169915242,1.7914431443280272,0.9999999999994418,25,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,1,1.7914431443280272,0.0001950575971415,0.6565749876852086,0.9545565912849193,1.7914431443280272,0.9999999999994418,9,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,2,1.7914431443280272,0.0001950575971415,0.4753460434620039,0.9475288911375805,1.7914431443280272,0.9999999999994418,5,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,3,1.7914431443280272,0.0001950575971415,0.48122562128817803,0.7612982524248872,1.7914431443280272,0.9999999999994418,45,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,4,1.7914431443280272,0.0001950575971415,0.10777015419263257,0.6964591806456917,1.7914431443280272,0.9999999999994418,21,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,5,1.7914431443280272,0.0001950575971415,0.07995088424058891,0.7800479520676811,1.7914431443280272,0.9999999999994418,17,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,6,1.7914431443280272,0.0001950575971415,0.12824218389169903,0.809285214005711,1.7914431443280272,0.9999999999994418,17,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,7,1.7914431443280272,0.0001950575971415,0.3582180283520165,0.9358148141634366,1.7914431443280272,0.9999999999994418,5,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,8,1.7914431443280272,0.0001950575971415,0.08921943774938301,0.8163270983528506,1.7914431443280272,0.9999999999994418,21,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,9,1.7914431443280272,0.0001950575971415,0.8119295856233414,0.8119091057337084,1.454525689842031,0.8119295856228881,-1,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,10,1.7914431443280272,0.0001950575971415,0.41884855836326584,0.8842841815551847,1.7914431443280272,0.9999999999994418,13,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,11,1.7914431443280272,0.0001950575971415,0.0893963570108011,0.8978325519372821,1.7914431443280272,0.9999999999994418,9,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,12,1.7914431443280272,0.0001950575971415,0.0893963570108011,0.750194590817211,1.7914431443280272,0.9999999999994418,21,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,13,1.7914431443280272,0.0001950575971415,0.30705316798911725,0.6347969333918069,1.7914431443280272,0.9999999999994418,37,0,0.0,0,multimodal,4.0,False
hartmann6,batch4_joint,14,1.7914431443280272,0.0001950575971415,0.5277412980450483,0.7350259221695237,1.454525689842031,0.8119295856228881,-1,0,0.0,0,multimodal,4.0,False
