dataset,condition,label,n_qualifying,mid_auc_mean,mid_auc_std,threshold
pareto_20210112,egbo,EGBO,14,0.6202881001873568,0.08183400971265227,0.8
pareto_20210112,approach_d,approach_d,14,0.6186187740510088,0.08045068848594553,0.8
pareto_20210112,rule_router,rule_router,14,0.6122798606413667,0.08732925661564493,0.8
pareto_20210112,fixed_random,Random,14,0.6042917979871929,0.09167877052790699,0.8
hartmann6,egbo,EGBO,10,0.5889962795262067,0.13401059202226723,0.8
hartmann6,rule_router,rule_router,10,0.5453485255000122,0.1329880933858962,0.8
hartmann6,fixed_random,Random,10,0.5434555584755959,0.12442832999056523,0.8
hartmann6,approach_d,approach_d,10,0.5410788083714919,0.13855015939500762,0.8
