domain_seed,condition,campaign,auc,batches_to_90,final_hv
45,phase_decaying_ucb,18,-2.6147766470656455,0,13.938425312755077
45,phase_decaying_ucb,19,0.04128612910822497,0,12.98769552158542
46,gen6_child0_beta1,0,-0.09517619515650909,2,8.669252563842127
46,gen6_child0_beta1,1,-0.42750440823619507,1,8.909334429299912
46,gen6_child0_beta1,2,-1.6916265697273813,0,9.261822340041556
46,gen6_child0_beta1,3,-1.0053337760389922,1,9.272921477229808
46,gen6_child0_beta1,4,-0.6709587049416873,1,8.98703330790386
46,gen6_child0_beta1,5,-0.634322993945666,0,9.022565505833656
46,gen6_child0_beta1,6,-1.104626296515202,1,9.224837260296303
46,gen6_child0_beta1,7,-0.4574945652067687,0,8.825598493295477
46,gen6_child0_beta1,8,-0.185347233486109,1,8.635980660139271
46,gen6_child0_beta1,9,-0.4840120044651304,0,8.829986359774198
46,gen6_child0_beta1,10,-0.8027754158973333,0,9.064432711326434
46,gen6_child0_beta1,11,-1.4611460028222212,0,9.271573497396759
46,gen6_child0_beta1,12,-0.8730441920717011,0,9.260333212232318
46,gen6_child0_beta1,13,-0.993063183218579,0,9.072456655913523
46,gen6_child0_beta1,14,-1.0858412621113818,1,9.205752143319827
46,gen6_child0_beta1,15,-0.6553091524379139,1,9.013580132926444
46,gen6_child0_beta1,16,-0.3460353283589917,2,8.854779375545483
46,gen6_child0_beta1,17,0.12203597659455753,5,8.749728158442267
46,gen6_child0_beta1,18,-1.240013896481324,0,9.172859773130506
46,gen6_child0_beta1,19,-0.23578487371481824,1,8.677758955603219
46,gen6_child0_beta2,0,-0.10629140909371933,2,8.697000666769993
46,gen6_child0_beta2,1,-0.41473110641948413,1,8.909086074670654
46,gen6_child0_beta2,2,-1.7843566571962572,0,9.299378490747143
46,gen6_child0_beta2,3,-1.046930290866545,1,9.243103169324105
46,gen6_child0_beta2,4,-0.9325210938307495,1,9.138781101132212
46,gen6_child0_beta2,5,-0.30703417182200976,0,8.746962081676548
46,gen6_child0_beta2,6,-1.163126959216109,1,9.27016625393055
46,gen6_child0_beta2,7,-0.47347465544737816,0,8.829235730623585
46,gen6_child0_beta2,8,-0.40650469396727523,1,8.869152545527307
46,gen6_child0_beta2,9,-0.5104211502439174,0,8.856123258147507
46,gen6_child0_beta2,10,-1.078374389949473,0,9.195177694233113
46,gen6_child0_beta2,11,-1.3258847383534,0,9.25475733599006
46,gen6_child0_beta2,12,-0.44525733275251034,0,8.820834313407513
46,gen6_child0_beta2,13,-1.0097237042118794,0,9.093371786870765
46,gen6_child0_beta2,14,-1.1140421241609701,1,9.219387126872679
46,gen6_child0_beta2,15,-0.5746027453357822,1,9.049951244100013
46,gen6_child0_beta2,16,-0.3400649904847593,2,8.848165680638736
46,gen6_child0_beta2,17,0.16626632374873024,6,8.827669025705664
46,gen6_child0_beta2,18,-1.2410787056122474,0,9.17836142112567
46,gen6_child0_beta2,19,-0.4407825626801163,2,8.853543041878227
46,gen6_child0_beta3,0,-0.26686080354128217,2,8.998242812841042
46,gen6_child0_beta3,1,-0.40053014331921094,1,8.880499202217997
46,gen6_child0_beta3,2,-1.91643453219049,0,9.321672642838141
46,gen6_child0_beta3,3,-0.6670072758682041,1,9.10368281823422
46,gen6_child0_beta3,4,-1.062165855492442,1,9.223731182184071
46,gen6_child0_beta3,5,-0.9787078569701223,0,9.120368856044937
46,gen6_child0_beta3,6,-1.1644078980778478,1,9.27449949204115
46,gen6_child0_beta3,7,-0.47520145431760524,0,8.830045774275112
46,gen6_child0_beta3,8,-0.428784900699076,1,8.832609476440119
46,gen6_child0_beta3,9,-0.49955736101147785,0,8.837731940265654
46,gen6_child0_beta3,10,-1.1276047483685663,0,9.234170313265649
46,gen6_child0_beta3,11,-1.4064111917155684,0,9.240106407042546
46,gen6_child0_beta3,12,-0.8277009722778045,0,9.03718602920452
46,gen6_child0_beta3,13,-0.9939164643365446,0,9.091285081718224
46,gen6_child0_beta3,14,-1.1508724714233733,1,9.227045973482355
46,gen6_child0_beta3,15,-0.6490470198715439,1,8.981251060522458
46,gen6_child0_beta3,16,-0.49056432587468,2,9.030653466804024
46,gen6_child0_beta3,17,-0.19923429631749837,2,8.763312405056581
46,gen6_child0_beta3,18,-1.1735575100268967,0,9.192751632974302
46,gen6_child0_beta3,19,-0.41702008227793297,1,8.859484746740884
46,hint_fixed_ucb,0,-0.6924234204479,2,9.172414867020871
46,hint_fixed_ucb,1,-0.6069415924139935,1,9.040455987043126
46,hint_fixed_ucb,2,-1.9166045110416576,0,9.320516957188673
46,hint_fixed_ucb,3,-1.1928363271687645,1,9.255149224745903
46,hint_fixed_ucb,4,-0.5550199199107742,1,8.927503161505348
46,hint_fixed_ucb,5,-0.9554943611167422,0,9.157295900097157
46,hint_fixed_ucb,6,-1.2112935099948139,1,9.251491244071657
46,hint_fixed_ucb,7,-1.037528450934051,0,9.1497722046048
46,hint_fixed_ucb,8,-0.5291562934321463,1,8.992390846067645
46,hint_fixed_ucb,9,-0.6765875210280227,0,9.011258089041371
46,hint_fixed_ucb,10,-0.9653720377352162,0,9.163392875967409
46,hint_fixed_ucb,11,-1.5705182079016196,0,9.261576788529933
46,hint_fixed_ucb,12,-0.8812268575798928,0,9.083786892448657
46,hint_fixed_ucb,13,-0.9620818088827824,0,9.072918177149777
46,hint_fixed_ucb,14,-0.9791952231389308,1,9.145822281307337
46,hint_fixed_ucb,15,-0.8273945776402456,1,9.074260759199314
46,hint_fixed_ucb,16,-1.0760982720439063,2,9.243243674589289
46,hint_fixed_ucb,17,-0.4206273401931231,1,9.001733368497096
46,hint_fixed_ucb,18,-1.1632921549597306,0,9.18903085500469
46,hint_fixed_ucb,19,-0.45279400854993124,1,8.883779985216703
46,phase_decaying_ucb,0,-0.16420652535859231,2,8.737962738517854
46,phase_decaying_ucb,1,-0.3994044338443947,1,8.87876715451326
46,phase_decaying_ucb,2,-1.8036091520404405,0,9.299965152617531
46,phase_decaying_ucb,3,-0.9599852314447312,1,9.204667473489572
46,phase_decaying_ucb,4,-0.569219801680764,1,8.969573320584526
46,phase_decaying_ucb,5,-0.9116543480169085,0,9.09405844389485
46,phase_decaying_ucb,6,-1.1644078980778478,1,9.27449949204115
46,phase_decaying_ucb,7,-0.5387781666601719,0,8.909857418172772
46,phase_decaying_ucb,8,-0.4176056637346369,1,8.814482040151823
46,phase_decaying_ucb,9,-0.5369916290323954,0,8.901783800048497
46,phase_decaying_ucb,10,-0.9424600367709887,0,9.104367083726011
46,phase_decaying_ucb,11,-1.4692845126234422,0,9.268827363333894
46,phase_decaying_ucb,12,-0.8565253002803039,0,9.052247414475868
46,phase_decaying_ucb,13,-0.9893303227003533,0,9.09111132324511
46,phase_decaying_ucb,14,-1.5512952899743542,1,9.315831267276916
46,phase_decaying_ucb,15,-0.567169828237809,1,8.993925613813749
46,phase_decaying_ucb,16,-0.3390594729730671,2,8.841176468463694
46,phase_decaying_ucb,17,-0.25584973823194584,2,8.831748365420443
46,phase_decaying_ucb,18,-1.1668997801711516,0,9.180113346150328
46,phase_decaying_ucb,19,-0.41180506155720265,1,8.847916736947957
47,gen6_child0_beta1,0,1.127669995606212,6,14.239532557975672
47,gen6_child0_beta1,1,-0.6759648832394362,0,15.894206070117619
47,gen6_child0_beta1,2,-0.6094574043335758,0,15.915422782334362
47,gen6_child0_beta1,3,-0.4170719485589797,1,15.91338644572217
47,gen6_child0_beta1,4,-0.5694435969671872,0,16.032772088950484
47,gen6_child0_beta1,5,-1.0885884386507523,0,16.20283057483125
47,gen6_child0_beta1,6,0.21516694921780943,1,15.26759543044107
47,gen6_child0_beta1,7,-1.0200974088181822,0,16.096469433248913
47,gen6_child0_beta1,8,-1.1844293237212293,0,16.14850228513905
47,gen6_child0_beta1,9,-0.4106588224897164,0,15.813473921081
47,gen6_child0_beta1,10,-0.49897961642116656,1,16.136564905981505
47,gen6_child0_beta1,11,0.20914891596527155,0,15.164469377698287
47,gen6_child0_beta1,12,0.5475479049081688,3,14.95225761987033
47,gen6_child0_beta1,13,-1.4726421104243457,0,16.192178316859742
47,gen6_child0_beta1,14,0.6174827706465017,2,14.863883657355847
47,gen6_child0_beta1,15,0.3016515102622011,1,15.162101019296008
47,gen6_child0_beta1,16,-0.515200541028012,0,15.826886413600633
47,gen6_child0_beta1,17,-0.41992713066487525,1,15.96586393783338
47,gen6_child0_beta1,18,0.11662730353330648,0,15.28429523469226
47,gen6_child0_beta1,19,-1.6065681576882527,0,16.24047386124189
47,gen6_child0_beta2,0,0.6622334193055851,6,15.51183874247118
47,gen6_child0_beta2,1,-0.7369687101003485,0,16.007922450495386
47,gen6_child0_beta2,2,-0.6797985754909064,0,15.898019678532243
47,gen6_child0_beta2,3,-0.08972978939870928,1,15.683726964230216
47,gen6_child0_beta2,4,-0.6578212761043069,0,16.08501929364738
47,gen6_child0_beta2,5,-1.3629032751100068,0,16.2351020732963
47,gen6_child0_beta2,6,0.21363447525469118,1,15.278802503535912
47,gen6_child0_beta2,7,-1.2116818883425287,0,16.150571796850283
47,gen6_child0_beta2,8,-1.1880408996101774,0,16.101803929243395
47,gen6_child0_beta2,9,-0.3389818405898129,0,15.783255478180367
47,gen6_child0_beta2,10,-0.4782088611702361,1,15.867544660832861
47,gen6_child0_beta2,11,0.20388611582628272,0,15.171163174112383
47,gen6_child0_beta2,12,0.4695328557459422,3,15.351700874136684
47,gen6_child0_beta2,13,-1.5061647839966825,0,16.180143723060894
47,gen6_child0_beta2,14,0.6049218007661151,2,14.902196320302982
47,gen6_child0_beta2,15,0.31536585332727973,1,15.134883308707732
47,gen6_child0_beta2,16,-0.6306891069281976,0,16.110263387619515
47,gen6_child0_beta2,17,-0.45576828334047087,1,15.912656897334031
47,gen6_child0_beta2,18,0.09143865976765712,0,15.303148294569933
47,gen6_child0_beta2,19,-1.790184879808322,0,16.256944566001998
47,gen6_child0_beta3,0,0.782305832927646,6,14.75248132770492
47,gen6_child0_beta3,1,-0.8519305165934871,0,16.04260381842217
47,gen6_child0_beta3,2,-1.1104354272307955,0,16.096949363630806
47,gen6_child0_beta3,3,-0.06592572884245464,1,15.653195867687783
47,gen6_child0_beta3,4,-0.73649967791003,0,16.068398039050113
47,gen6_child0_beta3,5,-1.3263147050561535,0,16.196037355208784
47,gen6_child0_beta3,6,0.21516694921780943,1,15.26759543044107
47,gen6_child0_beta3,7,-1.282407207992635,0,16.183169536144074
47,gen6_child0_beta3,8,-1.1880408996101774,0,16.101803929243395
47,gen6_child0_beta3,9,-0.41080265195172,0,15.987492061154164
47,gen6_child0_beta3,10,-0.3828317270966516,1,15.895403268993023
47,gen6_child0_beta3,11,0.014446535370591798,0,15.428604168231464
47,gen6_child0_beta3,12,-1.2355901410866952,2,16.24789484012277
47,gen6_child0_beta3,13,-1.7061006761847015,0,16.223990890899117
47,gen6_child0_beta3,14,0.6049218007661151,2,14.902196320302982
47,gen6_child0_beta3,15,0.3519181635300211,1,15.092803280221496
47,gen6_child0_beta3,16,-0.8936054259017575,0,16.08947392793113
47,gen6_child0_beta3,17,-0.10961617561266228,1,15.554057792166144
47,gen6_child0_beta3,18,-0.2996974968240463,0,15.946649266526476
47,gen6_child0_beta3,19,-4.613430725039939,0,16.337782985741786
47,hint_fixed_ucb,0,0.4367533989235616,2,15.874449091493593
47,hint_fixed_ucb,1,-0.874405610030193,0,16.141854231353125
47,hint_fixed_ucb,2,-0.8917235631112079,0,16.0427790646818
47,hint_fixed_ucb,3,-0.3606772848817923,1,16.015463128980297
47,hint_fixed_ucb,4,-0.714894776149622,0,16.051359992865677
47,hint_fixed_ucb,5,-0.6233907835663733,0,15.998293850860207
47,hint_fixed_ucb,6,-0.5595824327118664,1,16.021139203388582
47,hint_fixed_ucb,7,-0.9640575727602128,0,16.07706504689066
47,hint_fixed_ucb,8,-1.0868552148716804,0,16.088997643246927
47,hint_fixed_ucb,9,-1.2233937536207726,0,16.17374964829314
47,hint_fixed_ucb,10,-0.39002992993204194,1,15.999034938901625
47,hint_fixed_ucb,11,-0.3830448606604753,0,16.131503215510403
47,hint_fixed_ucb,12,0.4434559799200752,3,15.32903589080793
47,hint_fixed_ucb,13,-2.2503283064475235,0,16.283545520746276
47,hint_fixed_ucb,14,0.4463513513820573,1,15.149979206017164
47,hint_fixed_ucb,15,-0.05268971585372032,1,16.033235526734213
47,hint_fixed_ucb,16,-1.2727299649374275,0,16.221365698207766
47,hint_fixed_ucb,17,-1.443154329510387,1,16.252532958345622
47,hint_fixed_ucb,18,-0.6916351934686986,0,15.980587488241568
47,hint_fixed_ucb,19,-1.7668103101594885,0,16.290753951644188
47,phase_decaying_ucb,0,0.8061500494339783,6,14.528417923808314
47,phase_decaying_ucb,1,-0.7720479918823777,0,15.946182466612163
47,phase_decaying_ucb,2,-1.110804781910344,0,16.096791641618584
47,phase_decaying_ucb,3,-0.043857940170849055,1,15.669798028628584
47,phase_decaying_ucb,4,-0.5200465589253229,0,15.951136940760687
47,phase_decaying_ucb,5,-1.4215932483083455,0,16.23191754024599
47,phase_decaying_ucb,6,0.21776511137200885,1,15.260944969070279
47,phase_decaying_ucb,7,-1.2223569503498217,0,16.162622006998134
47,phase_decaying_ucb,8,-1.1119790414908375,0,16.114482216803555
47,phase_decaying_ucb,9,-0.723201773067425,0,16.03346147144856
47,phase_decaying_ucb,10,-0.3828522577561091,1,15.878902964217742
47,phase_decaying_ucb,11,0.19612181190330838,0,15.203851492450996
47,phase_decaying_ucb,12,-1.2486145510040614,2,16.24517709272521
47,phase_decaying_ucb,13,-1.4755114931334987,0,16.175357839198654
47,phase_decaying_ucb,14,0.6049218007661151,2,14.902196320302982
47,phase_decaying_ucb,15,0.33969686142949157,1,15.102544201592174
47,phase_decaying_ucb,16,-0.7607640856993306,0,16.002763933936016
47,phase_decaying_ucb,17,-0.10976654577383436,1,15.554861416103972
47,phase_decaying_ucb,18,0.09656851076632236,0,15.286974034294612
47,phase_decaying_ucb,19,-2.131118716545664,0,16.305624207298898
48,gen6_child0_beta1,0,-0.8711271797216114,0,18.56813890847709
48,gen6_child0_beta1,1,-0.22815218959403885,0,18.159274486829965
48,gen6_child0_beta1,2,0.4813672812726622,4,18.209444143805182
48,gen6_child0_beta1,3,1.0314767514025893,6,16.077307791640138
48,gen6_child0_beta1,4,-0.05055247309631704,0,18.183240185543657
48,gen6_child0_beta1,5,0.08114808645344733,1,17.913801357705292
48,gen6_child0_beta1,6,0.3285846349267198,3,17.89272886250212
48,gen6_child0_beta1,7,-0.32924157995003345,0,18.24114261407638
48,gen6_child0_beta1,8,-0.11267096304591552,0,17.99177248916256
48,gen6_child0_beta1,9,0.14558599615291198,1,17.90974348736478
48,gen6_child0_beta1,10,-0.7569360281347468,0,18.488394125988094
48,gen6_child0_beta1,11,0.19576452125957697,0,17.7087101191413
48,gen6_child0_beta1,12,-0.04403931608037935,0,18.092466234375923
48,gen6_child0_beta1,13,-0.3148089276332268,0,18.282320827636823
48,gen6_child0_beta1,14,0.5665721339423729,2,17.215399142620022
48,gen6_child0_beta1,15,-0.7355143682324331,1,18.598060767211102
48,gen6_child0_beta1,16,0.6079074241584823,3,17.270145231966325
48,gen6_child0_beta1,17,-0.7867900511967686,0,18.475092275538724
48,gen6_child0_beta1,18,0.21396382306133213,0,17.71528441904321
48,gen6_child0_beta1,19,-0.38975898620353405,0,18.24245011186782
48,gen6_child0_beta2,0,-1.0456807011587024,0,18.67660655311545
48,gen6_child0_beta2,1,-0.1305822867677431,0,18.099476869777302
48,gen6_child0_beta2,2,0.7235312101078557,4,17.72373285787838
48,gen6_child0_beta2,3,1.0229564798336683,6,16.128094580218537
48,gen6_child0_beta2,4,0.047783459357846905,0,17.938579562079592
48,gen6_child0_beta2,5,0.053005290608299234,1,18.010099461974974
48,gen6_child0_beta2,6,0.3031345001067141,3,17.919014351490375
48,gen6_child0_beta2,7,-0.3392314117332728,0,18.229269024040825
48,gen6_child0_beta2,8,-0.11267096304591552,0,17.99177248916256
48,gen6_child0_beta2,9,0.15512864380304775,1,17.89931810115258
48,gen6_child0_beta2,10,-0.7527795531164619,0,18.478994278492483
48,gen6_child0_beta2,11,-0.10376988587172375,0,18.15050576543947
48,gen6_child0_beta2,12,0.029108027654678865,0,17.871461313399255
48,gen6_child0_beta2,13,-0.04196977909121472,0,17.977854772983633
48,gen6_child0_beta2,14,0.5085553336014633,2,17.762263228655105
48,gen6_child0_beta2,15,-0.6154703961734601,1,18.5795472241255
48,gen6_child0_beta2,16,0.07546192935631292,2,18.126584281191892
48,gen6_child0_beta2,17,-0.7983051377260747,0,18.47769960483018
48,gen6_child0_beta2,18,0.21585271744094695,0,17.711599754611193
48,gen6_child0_beta2,19,-0.4500348437576477,0,18.289192555371812
48,gen6_child0_beta3,0,-0.8869595186204914,0,18.557704110526497
48,gen6_child0_beta3,1,-0.1448315089269536,0,18.123080099577873
48,gen6_child0_beta3,2,0.3973013085671999,4,18.21102259676428
48,gen6_child0_beta3,3,1.028275609500525,6,16.175999164168164
48,gen6_child0_beta3,4,0.08285097595770186,0,17.9273633976556
48,gen6_child0_beta3,5,-0.9150429080735025,1,18.679696273368773
48,gen6_child0_beta3,6,0.48210357577636387,4,17.927528180161588
48,gen6_child0_beta3,7,-0.3025459838242289,0,18.20356887410437
48,gen6_child0_beta3,8,-0.12061149210134195,0,18.037220047700515
48,gen6_child0_beta3,9,-0.35664978430575406,1,18.675977841071884
48,gen6_child0_beta3,10,-0.7712359695392264,0,18.499011643395722
48,gen6_child0_beta3,11,-0.04504243971569801,0,18.147652333238554
48,gen6_child0_beta3,12,-0.02863330693195897,0,17.931943136349215
48,gen6_child0_beta3,13,-0.23019184168371537,0,18.212225075126582
48,gen6_child0_beta3,14,0.56628975427044,2,17.21647922458377
48,gen6_child0_beta3,15,-0.7955229166215773,1,18.680118712222484
48,gen6_child0_beta3,16,0.43286455225589576,1,17.453451071054705
48,gen6_child0_beta3,17,-0.7729456346464395,0,18.473776060075828
48,gen6_child0_beta3,18,0.22467370108919615,0,17.699647711048552
48,gen6_child0_beta3,19,-0.5111149594450429,0,18.337707335558417
48,hint_fixed_ucb,0,-1.0611368072285698,0,18.639057843780776
48,hint_fixed_ucb,1,-0.7238034376424244,0,18.723087826349943
48,hint_fixed_ucb,2,-0.17720651580882738,2,18.46430123344505
48,hint_fixed_ucb,3,0.24891134689122577,3,18.33426085494229
48,hint_fixed_ucb,4,-0.6502667148636945,0,18.493392213822954
48,hint_fixed_ucb,5,0.02899469320657236,1,18.040119116573386
48,hint_fixed_ucb,6,0.22933274387760966,2,17.855466300881798
48,hint_fixed_ucb,7,-0.304742917244749,0,18.194699439617693
48,hint_fixed_ucb,8,-0.5896083615972394,0,18.4966979035342
48,hint_fixed_ucb,9,-0.07564349885442838,1,18.273826591793174
48,hint_fixed_ucb,10,-0.6933518221375651,0,18.488748971172736
48,hint_fixed_ucb,11,-0.17051609012663885,0,18.423309075638237
48,hint_fixed_ucb,12,-0.3503920606379361,0,18.455660884367152
48,hint_fixed_ucb,13,-0.21194073689194592,0,18.240006038367966
48,hint_fixed_ucb,14,0.29897406150927974,2,17.81691722230715
48,hint_fixed_ucb,15,-0.7483146202188092,1,18.62737458479012
48,hint_fixed_ucb,16,0.18997875375918366,1,17.847603092661803
48,hint_fixed_ucb,17,-0.8029796241122776,0,18.478139190268603
48,hint_fixed_ucb,18,-0.0751917636856233,0,18.066394008921456
48,hint_fixed_ucb,19,-0.4033379427004678,0,18.267985165411105
48,phase_decaying_ucb,0,-1.021853305477676,0,18.62903856560121
48,phase_decaying_ucb,1,-0.13389266341317937,0,18.078016975690357
48,phase_decaying_ucb,2,0.47384267386032475,4,18.056353193465526
48,phase_decaying_ucb,3,0.9245378395572753,6,17.504344598286874
48,phase_decaying_ucb,4,0.1696463983029177,0,17.797017410030183
48,phase_decaying_ucb,5,-0.4430681581195493,1,18.679025051048374
48,phase_decaying_ucb,6,0.44285480274117667,3,17.693203161378488
48,phase_decaying_ucb,7,-0.31222933675330145,0,18.203400858807814
48,phase_decaying_ucb,8,-0.21659352561614018,0,18.25756857097712
48,phase_decaying_ucb,9,-0.4917640690330746,1,18.644470874466485
48,phase_decaying_ucb,10,-0.7959837616335053,0,18.51399545462115
48,phase_decaying_ucb,11,0.13278478416057235,0,17.79748730817899
48,phase_decaying_ucb,12,-0.02102874008005937,0,17.92435520960556
48,phase_decaying_ucb,13,-0.029991762748981323,0,17.970586910123437
48,phase_decaying_ucb,14,0.5612024292470367,2,17.238866517058213
48,phase_decaying_ucb,15,-0.7673640688922704,1,18.70292025893887
48,phase_decaying_ucb,16,0.4358163029229267,1,17.424663556758663
48,phase_decaying_ucb,17,-0.7520884050126432,0,18.44635425096882
48,phase_decaying_ucb,18,0.22665043640649982,0,17.688464494284027
48,phase_decaying_ucb,19,-0.565803235198815,0,18.37882549153568
49,gen6_child0_beta1,0,-0.013563692478549732,1,13.243550578991346
49,gen6_child0_beta1,1,0.47560752236266657,6,12.554770473229036
49,gen6_child0_beta1,2,-0.43913433969263477,0,13.543502526585717
49,gen6_child0_beta1,3,-0.613184518685782,1,13.586046181181057
49,gen6_child0_beta1,4,-0.6346794239253531,0,13.631021322613005
49,gen6_child0_beta1,5,-0.10833022563934067,1,13.460548906900389
49,gen6_child0_beta1,6,-0.41357007102298643,0,13.38109888965016
49,gen6_child0_beta1,7,0.532963673033756,6,12.428310096626602
49,gen6_child0_beta1,8,-0.30285016180089996,0,13.321239439000253
49,gen6_child0_beta1,9,-0.23759694109473664,1,13.318312124031177
49,gen6_child0_beta1,10,0.14080724209516038,3,13.16267010563401
49,gen6_child0_beta1,11,-0.6435630429209444,1,13.75489645438324
49,gen6_child0_beta1,12,-0.040214861168142844,0,13.168467402579314
49,gen6_child0_beta1,13,-1.1112500256738962,0,13.736765992121457
49,gen6_child0_beta1,14,-0.44024394563398933,0,13.41458703978752
49,gen6_child0_beta1,15,0.8409538565519743,6,11.794807465777296
49,gen6_child0_beta1,16,-0.09813226621742115,3,13.526967538174507
49,gen6_child0_beta1,17,0.8207309903495912,6,11.748939489262478
49,gen6_child0_beta1,18,-0.5510627926705989,1,13.594934748128352
49,gen6_child0_beta1,19,1.0608307541379858,6,11.201078890010596
49,gen6_child0_beta2,0,-0.06088848602906546,1,13.294556874888103
49,gen6_child0_beta2,1,-0.03370502635729809,2,13.402890499048844
49,gen6_child0_beta2,2,-0.40606006337580564,0,13.492638921912922
49,gen6_child0_beta2,3,-0.5853655203519414,1,13.583995678140493
49,gen6_child0_beta2,4,-0.48576932797882655,0,13.567870724937157
49,gen6_child0_beta2,5,-0.1741308604529106,1,13.519939932875698
49,gen6_child0_beta2,6,-0.4023124005202794,0,13.367635207145476
49,gen6_child0_beta2,7,-0.0683886236026412,3,13.48037693701384
49,gen6_child0_beta2,8,-0.3219787314988566,0,13.404161272422872
49,gen6_child0_beta2,9,-0.2601354286137609,1,13.342016562980376
49,gen6_child0_beta2,10,0.24214117221280457,3,12.878157506458882
49,gen6_child0_beta2,11,-0.6435630429209444,1,13.75489645438324
49,gen6_child0_beta2,12,-0.17246761422981632,0,13.395455358607538
49,gen6_child0_beta2,13,-1.3304140237576074,0,13.827477836864798
49,gen6_child0_beta2,14,-0.4481599664130842,0,13.434509541036354
49,gen6_child0_beta2,15,0.5629594234828496,4,12.706853059484022
49,gen6_child0_beta2,16,-0.8150599180766511,2,13.782350726778777
49,gen6_child0_beta2,17,0.8011529292943912,6,11.816339884016786
49,gen6_child0_beta2,18,-0.5372199252759925,1,13.566606507287885
49,gen6_child0_beta2,19,0.6867650375179242,6,12.560499077640111
49,gen6_child0_beta3,0,0.07552261490456647,1,13.178388950964601
49,gen6_child0_beta3,1,0.02471213463899313,1,13.170141128582836
49,gen6_child0_beta3,2,-0.44511735349338377,0,13.520621253179
49,gen6_child0_beta3,3,-0.6524955354310363,1,13.626787606495832
49,gen6_child0_beta3,4,-0.6882991399609422,0,13.661210455725866
49,gen6_child0_beta3,5,-0.23351628661973842,1,13.556602556740147
49,gen6_child0_beta3,6,-0.4521319852096113,0,13.409046005245601
49,gen6_child0_beta3,7,0.07108123204027549,1,13.112631271305295
49,gen6_child0_beta3,8,-0.2883795281495845,0,13.29959545597904
49,gen6_child0_beta3,9,-1.1424558572260355,1,13.8199874117877
49,gen6_child0_beta3,10,0.1455449441070896,1,13.072335121612852
49,gen6_child0_beta3,11,-0.6435630429209444,1,13.75489645438324
49,gen6_child0_beta3,12,0.06305409152473981,0,13.066052353822887
49,gen6_child0_beta3,13,-1.0287606930451425,0,13.725524235295717
49,gen6_child0_beta3,14,-0.4609766113531744,0,13.43480533197593
49,gen6_child0_beta3,15,0.2447003244856635,3,13.365128021713566
49,gen6_child0_beta3,16,0.1455628150689489,4,13.335358855647703
49,gen6_child0_beta3,17,-0.3118437065731042,1,13.53457656067486
49,gen6_child0_beta3,18,-0.20710007735113,1,13.379394692792834
49,gen6_child0_beta3,19,0.733020536213255,6,12.44516042543799
49,hint_fixed_ucb,0,-0.38804958959910263,1,13.575498462915647
49,hint_fixed_ucb,1,-0.3002958066088946,1,13.617289852317418
49,hint_fixed_ucb,2,-0.7807757331649007,0,13.840302469908066
49,hint_fixed_ucb,3,-0.6524955354310363,1,13.626787606495832
49,hint_fixed_ucb,4,-0.6126040861573632,0,13.589672668402253
49,hint_fixed_ucb,5,-0.11563109300576158,1,13.427221184377874
49,hint_fixed_ucb,6,-1.3110159645246904,0,13.80443893483936
49,hint_fixed_ucb,7,-0.5778454872465958,1,13.707705353459378
49,hint_fixed_ucb,8,-0.3627344182768268,0,13.436187910291993
49,hint_fixed_ucb,9,-0.9651718995244846,1,13.83888465746779
49,hint_fixed_ucb,10,-0.8174771909045285,1,13.82521152096369
49,hint_fixed_ucb,11,-0.6190604975771663,1,13.686700716232279
49,hint_fixed_ucb,12,-0.796307616930876,0,13.686687429466819
49,hint_fixed_ucb,13,-1.2043938964648748,0,13.785813255200662
49,hint_fixed_ucb,14,-0.4495622616965324,0,13.447252584665884
49,hint_fixed_ucb,15,-0.5941678736293431,2,13.845342941342123
49,hint_fixed_ucb,16,-1.1726390994331894,1,13.831596092640734
49,hint_fixed_ucb,17,0.03215590728991391,1,13.156427825580565
49,hint_fixed_ucb,18,-0.645717917920505,1,13.842067043029603
49,hint_fixed_ucb,19,-0.7347031912286255,1,13.824796942266484
49,phase_decaying_ucb,0,0.08502986344307306,1,13.176441206609871
49,phase_decaying_ucb,1,-0.19000990917618374,1,13.481852890511597
49,phase_decaying_ucb,2,-0.4491443152017304,0,13.551112525574801
49,phase_decaying_ucb,3,-0.6524955354310363,1,13.626787606495832
49,phase_decaying_ucb,4,-0.5110989911123547,0,13.555883890677713
49,phase_decaying_ucb,5,-0.22083671529111232,1,13.537197904033862
49,phase_decaying_ucb,6,-0.42672024371419004,0,13.406314317125897
49,phase_decaying_ucb,7,0.07108123204027549,1,13.112631271305295
49,phase_decaying_ucb,8,-0.2897845583606437,0,13.300317022828633
49,phase_decaying_ucb,9,-1.1922004102992338,1,13.823232176847451
49,phase_decaying_ucb,10,-0.01460531277981709,1,13.286482321667547
49,phase_decaying_ucb,11,-0.6435630429209444,1,13.75489645438324
49,phase_decaying_ucb,12,-0.004884239634662244,0,13.158219497135812
49,phase_decaying_ucb,13,-1.242384594915576,0,13.811887213175003
49,phase_decaying_ucb,14,-0.4629069836381065,0,13.441806121509963
49,phase_decaying_ucb,15,0.5628792350624648,4,12.70756913185805
49,phase_decaying_ucb,16,0.11502146702727832,3,13.230415081566004
49,phase_decaying_ucb,17,0.1168662790040612,1,13.042505611855072
49,phase_decaying_ucb,18,-0.23022093575208208,1,13.409792527628602
49,phase_decaying_ucb,19,0.6339572722872118,6,12.48327702493756
