domain_seed,condition,campaign,auc,batches_to_90,final_hv
45,gen6_child0_beta2,16,0.1383349670340624,1,13.079023079126026
45,gen6_child0_beta2,17,-0.413472353690925,0,13.379369358943462
45,gen6_child0_beta2,18,-4.67961660923109,0,13.949701172280163
45,gen6_child0_beta2,19,-0.06692571391035379,0,13.107066795597907
45,gen6_child0_beta3,0,-1.0256932420314953,0,13.7611862246983
45,gen6_child0_beta3,1,-1.0230902729113516,0,13.756432296818407
45,gen6_child0_beta3,2,-1.1130845825621065,0,13.733192294633524
45,gen6_child0_beta3,3,0.13085945503004723,1,13.057002127077682
45,gen6_child0_beta3,4,0.1672770076240686,1,13.135757492442428
45,gen6_child0_beta3,5,0.5239068258226817,6,12.31852563298466
45,gen6_child0_beta3,6,0.03943600316783345,1,13.094446932594714
45,gen6_child0_beta3,7,-1.21393138470342,1,13.782549397380759
45,gen6_child0_beta3,8,-1.9156838965421816,0,13.870725832215005
45,gen6_child0_beta3,9,-0.4743970968450003,1,13.61272471327755
45,gen6_child0_beta3,10,-0.4813924638837621,0,13.44258694739077
45,gen6_child0_beta3,11,0.06346945697041173,1,13.070858407391222
45,gen6_child0_beta3,12,-1.4232383933064838,0,13.832053010116063
45,gen6_child0_beta3,13,-2.0956012110327507,0,13.851422089549358
45,gen6_child0_beta3,14,0.0007426236120366929,0,13.063039412815986
45,gen6_child0_beta3,15,-0.7461874808196745,0,13.596998668933413
45,gen6_child0_beta3,16,-1.895020119661616,1,13.930470587245333
45,gen6_child0_beta3,17,-6.6456797550815905,0,13.970523536458602
45,gen6_child0_beta3,18,-1.9813826036903655,0,13.88182988309052
45,gen6_child0_beta3,19,-0.5525036232643197,0,13.770548467511295
45,hint_fixed_ucb,0,-2.145186869940068,0,13.933867781208498
45,hint_fixed_ucb,1,-1.0879202053314507,0,13.803272510529345
45,hint_fixed_ucb,2,-1.1774475687777652,0,13.75993054547625
45,hint_fixed_ucb,3,-0.6880659113923603,1,13.740981532779749
45,hint_fixed_ucb,4,-0.38774923889515245,1,13.840208811020837
45,hint_fixed_ucb,5,0.4461348721485164,5,12.578337308008576
45,hint_fixed_ucb,6,-1.1801777150268495,1,13.850583671830734
45,hint_fixed_ucb,7,-1.8294882614260177,1,13.923432601554957
45,hint_fixed_ucb,8,-1.9400650962237125,0,13.89782737562108
45,hint_fixed_ucb,9,-0.37886163884985363,1,13.665682685951017
45,hint_fixed_ucb,10,-0.3346823089598903,0,13.34878145429852
45,hint_fixed_ucb,11,-0.5362148957770392,1,13.736161669094248
45,hint_fixed_ucb,12,-1.3014498925043259,0,13.839344830532308
45,hint_fixed_ucb,13,-12.638406058660447,0,13.965036444218654
45,hint_fixed_ucb,14,-1.047269718420934,0,13.926461074334926
45,hint_fixed_ucb,15,-0.7571266398508244,0,13.576927963600527
45,hint_fixed_ucb,16,-4.112857404249293,1,13.94091300396753
45,hint_fixed_ucb,17,-1.0486039624305048,0,13.773269368535276
45,hint_fixed_ucb,18,-4.5810022394266054,0,13.942423758093538
45,hint_fixed_ucb,19,-0.20479366758331158,0,13.288102131493934
45,phase_decaying_ucb,0,-0.7769901587242112,0,13.634623919757727
45,phase_decaying_ucb,1,-1.05808773783041,0,13.780394559968604
45,phase_decaying_ucb,2,-1.1134544853770763,0,13.732841806671967
45,phase_decaying_ucb,3,0.14275460132717926,1,13.066941918729881
45,phase_decaying_ucb,4,0.2853104297120695,1,12.795549549020102
45,phase_decaying_ucb,5,0.4560401584190271,6,12.542806043899288
45,phase_decaying_ucb,6,0.03441566957474288,1,13.10820284439193
45,phase_decaying_ucb,7,-1.2891047658571704,1,13.837245508333995
45,phase_decaying_ucb,8,-1.8529591802373475,0,13.850303635625755
45,phase_decaying_ucb,9,-0.46472174950244277,1,13.583649242653244
45,phase_decaying_ucb,10,-0.4632976674869799,0,13.415598937707879
45,phase_decaying_ucb,11,-0.13260271228172416,1,13.505003824448861
45,phase_decaying_ucb,12,-0.8666632403799873,0,13.719581812896088
45,phase_decaying_ucb,13,-2.130701139158347,0,13.869324129242681
45,phase_decaying_ucb,14,-0.012567143652058478,0,13.054885695729794
45,phase_decaying_ucb,15,-0.650548302158702,0,13.535704483823938
45,phase_decaying_ucb,16,0.12774473921296056,1,13.090854380573685
45,phase_decaying_ucb,17,-0.9844570515297334,0,13.79111588105557
