dataset,condition,seed,auc,final,budget,N
excipient_enzyme_labile,egbo,4,0.8485258914994872,0.8894457507427759,80,500
excipient_enzyme_labile,egbo,6,0.8002530362451714,0.8162149132647804,80,500
excipient_enzyme_labile,egbo,5,0.8363502232877553,0.9033453966033367,80,500
excipient_enzyme_labile,egbo,7,0.8870695399748194,0.8894457507427759,80,500
excipient_enzyme_labile,egbo,11,0.8887459565851316,0.9277814800756264,80,500
excipient_enzyme_labile,egbo,9,0.8727739814761916,0.89535206174672,80,500
excipient_enzyme_labile,egbo,8,0.8975067802137542,1.0,80,500
excipient_enzyme_labile,egbo,10,0.9033453966033371,0.9033453966033367,80,500
excipient_enzyme_labile,egbo,12,0.8276960511786309,0.9033453966033367,80,500
excipient_enzyme_labile,egbo,14,0.8241676072601846,0.8894457507427759,80,500
excipient_enzyme_labile,egbo,15,0.8542605282455816,0.8810210034745652,80,500
excipient_enzyme_labile,egbo,13,0.8148566224667858,0.9033453966033367,80,500
excipient_enzyme_labile,egbo,16,0.8229007408871388,0.8894457507427759,80,500
excipient_enzyme_labile,egbo,17,0.8572308680842392,0.9033453966033367,80,500
excipient_enzyme_labile,egbo,19,0.8653339539515184,0.9033453966033367,80,500
excipient_enzyme_labile,egbo,18,0.8581003299524502,0.8894457507427759,80,500
excipient_enzyme_labile,llm_nopad,0,0.8181955553241779,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,1,0.8268794623332253,0.89535206174672,80,500
excipient_enzyme_labile,llm_nopad,2,0.8364955528834958,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,3,0.8260066541474507,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,4,0.835163449560813,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,5,0.8155670702668844,0.89535206174672,80,500
excipient_enzyme_labile,llm_nopad,6,0.8190955083644474,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,7,0.8810210034745657,0.8810210034745652,80,500
excipient_enzyme_labile,llm_nopad,8,0.8168486347842933,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,9,0.8344389324907531,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,10,0.9033453966033371,0.9033453966033367,80,500
excipient_enzyme_labile,llm_nopad,11,0.810529381712408,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,12,0.8069704720958675,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,13,0.8067159414260627,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,14,0.8155477981076003,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,15,0.8314827934567725,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,16,0.807992897278669,0.8388912112372097,80,500
