sample,concentration_realized,DMSO_content_realized,combustion_temp_realized,air_flow_rate_realized,spray_flow_rate_realized,spray_height_realized,num_passes_realized,concentration_requested,DMSO_content_requested,combustion_temp_requested,air_flow_rate_requested,spray_flow_rate_requested,spray_height_requested,num_passes_requested,Pd_ACN_robot_realized,acac_ACN_robot_realized,ACN_robot_realized,DMSO_robot_realized,Pd_ACN_robot_requested,acac_ACN_robot_requested,ACN_robot_requested,DMSO_robot_requested,conductance_mean,conductance_std,conductive_fraction,thickness_avg,thickness_std,sheet_conductance_avg,sheet_conductance_std,sheet_resistance_avg,sheet_resistance_std,conductivity_avg,conductivity_std,resistivity_avg,resistivity_std,campaign_ID,exp_num,running_best_conductivity,beta,nozzle_speed,SAMPLE_START,MIX_CHEMICALS_START,SPRAY_COAT_START,XRF_START,MICROSCOPE_START,CONDUCTIVITY_START,FLIR_CAMERA_START,MIX_CHEMICALS_FINISH,SPRAY_COAT_FINISH,XRF_FINISH,MICROSCOPE_FINISH,CONDUCTIVITY_FINISH,FLIR_CAMERA_FINISH,SAMPLE_FINISH
10,0.0195929136052916,0.0889091128340784,221.8455898186845,66.02955140476897,0.0034541337461478,24.723223901296954,6.0,0.0194286290530359,0.0860261936094976,224.3770577594892,66.02955140476897,0.0034541337461478,24.723223901296954,6.252928720900644,0.2024509803921569,0.0339460784313718,0.0933842239185749,0.0321818181818178,0.2083693561135037,0.0377266118916177,0.1012140784232693,0.0326899535716091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-11_12-55-37,6,1848613.2169227863,random,43.196904214239424,"2022-07-11 15:38:07,053","2022-07-11 15:38:08,118","2022-07-11 16:08:09,961","2022-07-11 16:20:57,871","2022-07-11 16:31:07,734","2022-07-11 16:37:06,992","2022-07-11 16:37:47,628","2022-07-11 15:48:59,369","2022-07-11 16:20:31,841","2022-07-11 16:29:28,019","2022-07-11 16:37:04,884","2022-07-11 16:37:46,578","2022-07-11 16:38:38,798","2022-07-11 16:46:01,819"
12,0.0153837559124709,0.1909241925881804,253.5935975982709,74.65465914385871,0.0070573102440858,20.085366815080977,9.0,0.0154935981287198,0.1781292096847916,260.72602581263425,74.65465914385871,0.0070573102440858,20.085366815080977,9.470378922799664,0.1588235294117646,0.0340686274509804,0.1114503816793889,0.0718181818181815,0.1661666943740566,0.0300855485897277,0.1160586573559948,0.0676890996802208,0.0207878766431869,0.0098542056252838,1.0,14.414493105843103,0.2569794034032762,0.0035183355280942,0.0005209039939808,289.2400554132375,45.31881516888932,243900.67153720188,34001.888705704005,4.165482871733886e-06,6.279664986578547e-07,2022-07-11_12-55-37,7,1848613.2169227863,random,133.67080437449664,"2022-07-11 16:14:15,215","2022-07-11 16:14:16,266","2022-07-11 16:43:02,229","2022-07-11 16:57:23,461","2022-07-11 17:07:35,396","2022-07-11 17:13:32,146","2022-07-11 17:14:13,022","2022-07-11 16:25:14,544","2022-07-11 16:56:57,941","2022-07-11 17:05:57,554","2022-07-11 17:13:30,060","2022-07-11 17:14:11,961","2022-07-11 17:15:04,235","2022-07-11 17:22:25,043"
13,0.0183793608855804,0.2254787572560891,257.67910155434265,74.65465914385871,0.0070573102440858,20.085366815080977,9.0,0.0154935981287198,0.1781292096847916,260.72602581263425,74.65465914385871,0.0070573102440858,20.085366815080977,9.470378922799664,0.1579656862745101,0.0322303921568627,0.0502544529262084,0.0699999999999999,0.1661666943740566,0.0300855485897277,0.1160586573559948,0.0676890996802208,0.0005613055743136,0.0011226111486272,0.2,12.43789456394434,0.0,0.0006192199612885,0.0,1614.9350190827838,0.0,49784.95018631214,0.0,2.0086391494973108e-05,0.0,2022-07-11_12-55-37,7,1848613.2169227863,random,133.67080437449664,"2022-07-11 16:30:13,485","2022-07-11 16:30:14,516","2022-07-11 17:01:46,979","2022-07-11 17:16:57,306","2022-07-11 17:27:15,852","2022-07-11 17:33:07,271","2022-07-11 17:33:48,074","2022-07-11 16:41:38,619","2022-07-11 17:16:31,602","2022-07-11 17:25:37,535","2022-07-11 17:33:05,196","2022-07-11 17:33:47,025","2022-07-11 17:34:39,279","2022-07-11 17:39:39,399"
14,0.0127551507192514,0.1272408464839761,250.21077295555435,93.9290124459274,0.0062936978819264,11.101822945365264,7.0,0.0128044343038562,0.1343741525562272,255.6336975198164,93.9290124459274,0.0062936978819264,11.101822945365264,7.436862149148722,0.1327205882352939,0.0246323529411762,0.1656488549618319,0.0470909090909095,0.1373257847483214,0.0248637164338581,0.1667483208464541,0.0510621779713663,0.2408508437940191,0.0170678670805175,1.0,33.44000409739481,0.9278037595351478,0.0531402704677659,0.0042102690241625,18.91512053603838,1.532320447515652,1587587.1734585993,88689.2490544913,6.31518228362135e-07,3.653059678136323e-08,2022-07-11_12-55-37,8,1848613.2169227863,random,93.61072711255186,"2022-07-11 16:47:23,649","2022-07-11 16:47:24,697","2022-07-11 17:19:24,943","2022-07-11 17:32:26,515","2022-07-11 17:42:42,716","2022-07-11 17:48:31,770","2022-07-11 17:49:12,575","2022-07-11 16:58:20,625","2022-07-11 17:32:00,834","2022-07-11 17:41:05,585","2022-07-11 17:48:29,720","2022-07-11 17:49:11,523","2022-07-11 17:50:03,789","2022-07-11 17:55:00,716"
15,0.0127107590195896,0.1294626572350238,249.876843753096,93.9290124459274,0.0062936978819264,11.101822945365264,7.0,0.0128044343038562,0.1343741525562272,255.6336975198164,93.9290124459274,0.0062936978819264,11.101822945365264,7.436862149148722,0.1333333333333333,0.0210784313725494,0.1628498727735364,0.0471818181818184,0.1373257847483214,0.0248637164338581,0.1667483208464541,0.0510621779713663,0.2989203116892634,0.0465624198094619,1.0,36.38296238073814,2.079337654369895,0.0659524623673783,0.0114859292546052,15.56432868324097,2.903078170605129,1803516.1771287688,224369.6041683049,5.61656113400871e-07,7.241266851298671e-08,2022-07-11_12-55-37,8,1848613.2169227863,random,93.61072711255186,"2022-07-11 17:06:07,768","2022-07-11 17:06:08,810","2022-07-11 17:36:42,565","2022-07-11 17:49:40,180","2022-07-11 17:59:44,940","2022-07-11 18:05:37,008","2022-07-11 18:06:18,260","2022-07-11 17:18:04,824","2022-07-11 17:49:14,490","2022-07-11 17:58:06,365","2022-07-11 18:05:34,928","2022-07-11 18:06:17,202","2022-07-11 18:07:09,464","2022-07-11 18:11:42,668"
16,0.0141014858684979,0.1170624291841313,276.7330322680612,66.13093724941251,0.0049706404739089,19.932822619482344,6.0,0.0142730772102435,0.1215752033242388,284.3265441898875,66.13093724941251,0.0049706404739089,19.932822619482344,6.324632875387568,0.1470588235294121,0.0241421568627448,0.1503816793893128,0.0426363636363635,0.1530767765413715,0.0277155347883803,0.1530091114070373,0.0461985772632107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-11_12-55-37,9,1848613.2169227863,random,62.87495230603255,"2022-07-11 17:23:44,292","2022-07-11 17:23:45,337","2022-07-11 17:52:03,990","2022-07-11 18:04:25,513","2022-07-11 18:14:37,471","2022-07-11 18:20:31,084","2022-07-11 18:21:12,047","2022-07-11 17:35:21,873","2022-07-11 18:03:59,993","2022-07-11 18:12:59,470","2022-07-11 18:20:29,018","2022-07-11 18:21:11,006","2022-07-11 18:22:03,406","2022-07-11 18:25:58,114"
17,0.0131611756314864,0.1381198022176779,274.8537290731397,66.13093724941251,0.0049706404739089,19.932822619482344,6.0,0.0142730772102435,0.1215752033242388,284.3265441898875,66.13093724941251,0.0049706404739089,19.932822619482344,6.324632875387568,0.1329656862745101,0.0226715686274514,0.1501272264631047,0.049,0.1530767765413715,0.0277155347883803,0.1530091114070373,0.0461985772632107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-11_12-55-37,9,1848613.2169227863,random,62.87495230603255,"2022-07-11 17:40:55,697","2022-07-11 17:40:56,737","2022-07-11 18:08:43,202","2022-07-11 18:21:04,730","2022-07-11 18:31:13,130","2022-07-11 18:37:12,341","2022-07-11 18:37:52,873","2022-07-11 17:50:44,938","2022-07-11 18:20:38,955","2022-07-11 18:29:35,462","2022-07-11 18:37:10,283","2022-07-11 18:37:51,780","2022-07-11 18:38:44,018","2022-07-11 18:42:35,753"
18,0.0171011102487986,0.2267614449904115,265.4653436992696,78.67930940549074,0.0023450016435104,20.85070514051028,10.0,0.0142822182307127,0.1874198666064057,270.7329373952069,78.67930940549074,0.0023450016435104,20.85070514051028,10.476256312978103,0.1509803921568629,0.0281862745098035,0.0638676844783718,0.071272727272727,0.1531748127200535,0.0277332848689749,0.1278723531005373,0.0712195493104341,0.0020669233645299,0.0038279357951801,0.4,15.303503250242796,0.4274535241238031,0.0011400921925065,0.0014166140758814,3846.3028410974575,4779.198367127007,75821.14094900462,94685.77658910638,5.9883350622410624e-05,7.478259344915772e-05,2022-07-11_12-55-37,10,1848613.2169227863,random,49.13367654353972,"2022-07-11 17:56:18,239","2022-07-11 17:56:19,279","2022-07-11 18:27:12,789","2022-07-11 18:44:57,047","2022-07-11 18:55:01,587","2022-07-11 19:00:54,631","2022-07-11 19:01:35,106","2022-07-11 18:06:43,739","2022-07-11 18:44:30,684","2022-07-11 18:53:28,387","2022-07-11 19:00:52,546","2022-07-11 19:01:34,055","2022-07-11 19:02:26,356","2022-07-11 19:05:16,777"
19,0.0139669049993678,0.1876975375409122,265.64196232642195,78.67930940549074,0.0023450016435104,20.85070514051028,10.0,0.0142822182307127,0.1874198666064057,270.7329373952069,78.67930940549074,0.0023450016435104,20.85070514051028,10.476256312978103,0.1455882352941179,0.023529411764706,0.1259541984732826,0.0681818181818183,0.1531748127200535,0.0277332848689749,0.1278723531005373,0.0712195493104341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-11_12-55-37,10,1848613.2169227863,random,49.13367654353972,"2022-07-11 18:13:00,893","2022-07-11 18:13:01,945","2022-07-11 18:57:10,809","2022-07-11 19:14:20,625","2022-07-11 19:24:38,287","2022-07-11 19:30:34,999","2022-07-11 19:31:15,801","2022-07-11 18:24:26,500","2022-07-11 19:13:54,928","2022-07-11 19:23:01,909","2022-07-11 19:30:32,926","2022-07-11 19:31:14,743","2022-07-11 19:32:07,010","2022-07-11 19:34:52,208"
20,0.0159090708524645,0.2820748057703813,250.53570855964847,88.7384475456625,0.0032578769309949,12.263680116184656,8.0,0.0161176993091651,0.2703358442789927,256.4033880124905,88.7384475456625,0.0032578769309949,12.263680116184656,7.995219798717253,0.1666666666666673,0.0303921568627444,0.0697201017811707,0.1048181818181817,0.1728600931086804,0.0312974314740777,0.0731148545912245,0.1027276208260172,0.3527339221800134,0.0271684824069112,1.0,40.90181155733139,1.181350921678079,0.0778256606143859,0.0067018696227071,12.924276296164114,1.0898806885587955,1900638.4414962567,116705.6786494277,5.276959604378103e-07,3.169576706280283e-08,2022-07-11_12-55-37,11,1900638.4414962567,random,52.09488428094925,"2022-07-11 18:28:40,636","2022-07-11 18:28:41,688","2022-07-11 19:20:39,278","2022-07-11 19:34:59,955","2022-07-11 19:45:11,011","2022-07-11 19:51:06,790","2022-07-11 19:51:47,784","2022-07-11 18:41:06,407","2022-07-11 19:34:33,307","2022-07-11 19:43:33,744","2022-07-11 19:51:04,719","2022-07-11 19:51:46,730","2022-07-11 19:52:39,112","2022-07-11 19:57:19,137"
21,0.0157105728261551,0.273783192500182,251.79987904445164,88.7384475456625,0.0032578769309949,12.263680116184656,8.0,0.0161176993091651,0.2703358442789927,256.4033880124905,88.7384475456625,0.0032578769309949,12.263680116184656,7.995219798717253,0.1656862745098039,0.0198529411764711,0.0717557251908397,0.0969999999999996,0.1728600931086804,0.0312974314740777,0.0731148545912245,0.1027276208260172,0.6629725939853939,0.0181968861234553,1.0,45.39061888515155,1.1387375303882532,0.1462753561587275,0.0044887732966499,6.841427735330834,0.2039601995870525,3223142.4937541126,86231.51363114652,3.1043363033289845e-07,8.290106553973458e-09,2022-07-11_12-55-37,11,3223142.4937541126,random,52.09488428094925,"2022-07-11 18:43:50,050","2022-07-11 18:43:51,094","2022-07-11 19:36:26,301","2022-07-11 19:52:09,776","2022-07-11 20:02:16,435","2022-07-11 20:08:10,613","2022-07-11 20:08:51,822","2022-07-11 18:55:48,359","2022-07-11 19:51:44,407","2022-07-11 20:00:37,658","2022-07-11 20:08:08,501","2022-07-11 20:08:50,715","2022-07-11 20:09:43,153","2022-07-11 20:14:29,923"
22,0.0132747742847868,0.0104786232054312,223.30696827777743,78.35814672477638,0.0032914978027835,20.59739931152508,9.0,0.0135216773753251,0.0077555364605485,226.0974920668119,78.35814672477638,0.0032914978027835,20.59739931152508,8.846281448315073,0.1398284313725491,0.0252450980392156,0.2040712468193379,0.003909090909091,0.1450181173658656,0.0262564627215859,0.2057783160575398,0.0029471038550084,0.0048640271832015,0.0007550500521656,1.0,16.285945177036005,1.1544021537642375,0.0010731775567244,0.0001862543123477,955.9409587434386,174.04860737174332,65581.57052432715,7835.042011630708,1.5428241515062065e-05,1.887013165838264e-06,2022-07-11_12-55-37,12,3223142.4937541126,random,58.235031899867,"2022-07-11 19:06:30,158","2022-07-11 19:06:31,204","2022-07-11 19:54:20,846","2022-07-11 20:09:20,830","2022-07-11 20:19:29,479","2022-07-11 20:25:21,184","2022-07-11 20:26:02,921","2022-07-11 19:19:14,558","2022-07-11 20:08:55,070","2022-07-11 20:17:50,491","2022-07-11 20:25:19,115","2022-07-11 20:26:01,813","2022-07-11 20:26:54,408","2022-07-11 20:31:42,469"
24,0.0116979252436985,0.0024652652373087,250.26821504255497,77.957343292641,0.0074263673058378,15.028823290650172,5.0,0.010565385650222,0.0046603156269607,253.831745060363,77.957343292641,0.0074263673058378,15.028823290650172,4.5773251465689855,0.1094362745098035,0.0199754901960786,0.2016539440203563,0.0008181818181819,0.113312298001985,0.0205159202341614,0.2444008618256083,0.001770919938245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-11_12-55-37,13,3223142.4937541126,random,67.98579563333827,"2022-07-11 19:58:37,718","2022-07-11 19:58:38,757","2022-07-11 20:28:43,270","2022-07-11 20:40:06,809","2022-07-11 20:50:19,953","2022-07-11 20:56:04,184","2022-07-11 20:56:45,115","2022-07-11 20:09:20,773","2022-07-11 20:39:40,937","2022-07-11 20:48:42,561","2022-07-11 20:56:02,110","2022-07-11 20:56:44,046","2022-07-11 20:57:36,516","2022-07-11 21:07:15,107"
25,0.0106887320262348,0.0118873205935963,249.2964464255729,77.957343292641,0.0074263673058378,15.028823290650172,5.0,0.010565385650222,0.0046603156269607,253.831745060363,77.957343292641,0.0074263673058378,15.028823290650172,4.5773251465689855,0.1090686274509803,0.0189950980392155,0.227099236641222,0.0042727272727274,0.113312298001985,0.0205159202341614,0.2444008618256083,0.001770919938245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-11_12-55-37,13,3223142.4937541126,random,67.98579563333827,"2022-07-11 20:15:49,032","2022-07-11 20:15:50,073","2022-07-11 20:46:48,745","2022-07-11 20:59:12,523","2022-07-11 21:09:19,418","2022-07-11 21:15:14,128","2022-07-11 21:15:54,914","2022-07-11 20:26:21,844","2022-07-11 20:57:46,248","2022-07-11 21:07:40,651","2022-07-11 21:15:12,055","2022-07-11 21:15:53,834","2022-07-11 21:16:46,088","2022-07-11 21:22:20,683"
26,0.016874484681601,0.3024737247259007,272.3943712291752,72.1853307221313,0.0033657994454211,18.520425263686853,3.0,0.0181515989476933,0.2739324009900491,275.63169125877386,72.1853307221313,0.0033657994454211,18.520425263686853,3.212820424057956,0.1596813725490197,0.0332107843137259,0.0463104325699745,0.1037272727272728,0.1946733850770804,0.0352468682603684,0.0459854342863324,0.1040943123762186,0.0215428663425159,0.0115047696015633,1.0,19.86117008741108,1.1553989707374992,0.0047531232444893,0.0028379747073891,269.08018127917273,139.1764623036665,234769.43361904664,127570.76766184696,5.254062708435186e-06,2.57645937095957e-06,2022-07-11_12-55-37,14,3223142.4937541126,random,21.627418403063704,"2022-07-11 20:32:58,757","2022-07-11 20:32:59,805","2022-07-11 21:04:15,977","2022-07-11 21:16:30,228","2022-07-11 21:26:43,006","2022-07-11 21:32:37,319","2022-07-11 21:33:18,230","2022-07-11 20:43:32,771","2022-07-11 21:16:04,578","2022-07-11 21:25:05,307","2022-07-11 21:32:35,263","2022-07-11 21:33:17,167","2022-07-11 21:34:09,541","2022-07-11 21:39:26,992"
27,0.0177471277262517,0.2908690160794226,273.9458406769581,72.1853307221313,0.0033657994454211,18.520425263686853,3.0,0.0181515989476933,0.2739324009900491,275.63169125877386,72.1853307221313,0.0033657994454211,18.520425263686853,3.212820424057956,0.1884803921568632,0.0343137254901955,0.0442748091603049,0.1095454545454547,0.1946733850770804,0.0352468682603684,0.0459854342863324,0.1040943123762186,0.0540955743345452,0.0093724039366995,1.0,21.02970004213442,0.44666024487579,0.0119354095089047,0.0023119667964644,86.53283766635673,18.08363593350472,568391.1919830345,112681.90959943197,1.823013692821312e-06,4.093305761639916e-07,2022-07-11_12-55-37,14,3223142.4937541126,random,21.627418403063704,"2022-07-11 20:50:08,136","2022-07-11 20:50:09,170","2022-07-11 21:19:22,258","2022-07-11 21:32:24,985","2022-07-11 21:42:29,949","2022-07-11 21:48:29,915","2022-07-11 21:49:10,028","2022-07-11 21:02:52,345","2022-07-11 21:31:58,867","2022-07-11 21:40:53,628","2022-07-11 21:48:27,841","2022-07-11 21:49:08,987","2022-07-11 21:50:01,351","2022-07-11 21:53:16,605"
28,0.0110626539131926,0.2773518565469747,239.5293713199524,70.99773915843359,0.0069625797929133,23.262931299899385,4.0,0.0114552637124173,0.2650984605782088,246.85648221921176,70.99773915843359,0.0069625797929133,23.262931299899385,3.8866898555150113,0.1187499999999997,0.0223039215686277,0.1353689567430023,0.1060909090909089,0.1228561169885426,0.0222438900354098,0.134162577956328,0.1007374150197193,0.0041854239943656,0.0050544693089923,1.0,10.465071662006867,0.5513177807711218,0.0003662835089236,5.639261003494203e-05,2779.7561807340608,430.4574771465161,35003.916361739146,5088.639473759131,2.90323871151128e-05,4.261407806227082e-06,2022-07-11_12-55-37,15,3223142.4937541126,random,54.12277649865986,"2022-07-11 21:08:26,016","2022-07-11 21:08:27,043","2022-07-11 21:36:28,078","2022-07-11 21:47:06,364","2022-07-11 21:57:20,611","2022-07-11 22:03:17,997","2022-07-11 22:03:58,964","2022-07-11 21:18:02,074","2022-07-11 21:46:41,009","2022-07-11 21:55:42,109","2022-07-11 22:03:15,916","2022-07-11 22:03:57,914","2022-07-11 22:04:50,226","2022-07-11 22:07:40,458"
29,0.0103375558625949,0.2936905619144985,243.2200387805732,70.99773915843359,0.0069625797929133,23.262931299899385,4.0,0.0114552637124173,0.2650984605782088,246.85648221921176,70.99773915843359,0.0069625797929133,23.262931299899385,3.8866898555150113,0.1014705882352938,0.0194852941176468,0.1269720101781171,0.1030909090909094,0.1228561169885426,0.0222438900354098,0.134162577956328,0.1007374150197193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-11_12-55-37,15,3223142.4937541126,random,54.12277649865986,"2022-07-11 21:23:38,837","2022-07-11 21:23:39,879","2022-07-11 21:48:32,319","2022-07-11 21:59:10,876","2022-07-11 22:09:20,014","2022-07-11 22:15:18,441","2022-07-11 22:15:59,645","2022-07-11 21:35:07,936","2022-07-11 21:58:45,300","2022-07-11 22:07:41,026","2022-07-11 22:15:16,375","2022-07-11 22:15:58,586","2022-07-11 22:16:50,907","2022-07-11 22:19:35,605"
30,0.0107754916988708,0.0,291.70595544966363,100.0,0.002,10.0,1.0,0.01,0.0,300.0,100.0,0.002,10.0,0.51,0.1064950980392151,0.0180147058823534,0.222137404580153,0.0,0.1072486151980672,0.0194180514685994,0.2533333333333333,0.0,0.0005435055943904,0.0010870111887808,0.2,18.136049575799102,0.0,0.0005995834150232,0.0,1667.8246511558198,0.0,33060.309662108484,0.0,3.02477505571018e-05,0.0,2022-07-12_10-41-55,16,3223142.4937541126,SF,2.04,"2022-07-12 10:47:03,658","2022-07-12 10:47:04,704","2022-07-12 11:00:35,175","2022-07-12 11:12:40,734","2022-07-12 11:23:08,858","2022-07-12 11:28:50,587","2022-07-12 11:29:31,346","2022-07-12 10:59:14,061","2022-07-12 11:12:20,632","2022-07-12 11:21:20,369","2022-07-12 11:28:48,478","2022-07-12 11:29:30,296","2022-07-12 11:30:22,702","2022-07-12 11:34:18,093"
31,0.0097125680496747,0.0,292.26547791938697,100.0,0.002,10.0,1.0,0.01,0.0,300.0,100.0,0.002,10.0,0.51,0.1037990196078428,0.0188725490196079,0.2562340966921114,0.0,0.1072486151980672,0.0194180514685994,0.2533333333333333,0.0,0.0007715124008648,0.0012540113628997,0.4,9.35370693718398,2.713074359732488,0.000425557753975,0.0004067414210713,4325.648276665958,4134.38672112382,40910.67233343823,31618.23723045844,3.485239699011854e-05,2.693603632573377e-05,2022-07-12_10-41-55,16,3223142.4937541126,SF,2.04,"2022-07-12 10:59:14,267","2022-07-12 11:02:03,176","2022-07-12 11:14:32,247","2022-07-12 11:27:12,978","2022-07-12 11:39:05,895","2022-07-12 11:44:50,175","2022-07-12 11:45:31,023","2022-07-12 11:13:07,330","2022-07-12 11:26:46,262","2022-07-12 11:35:42,306","2022-07-12 11:44:48,103","2022-07-12 11:45:29,950","2022-07-12 11:46:22,364","2022-07-12 11:49:09,271"
32,0.0098196881803702,0.0,290.0346422000458,100.0,0.002,10.0,1.0,0.01,0.0,300.0,100.0,0.002,10.0,0.51,0.1057598039215686,0.0199754901960786,0.258396946564885,0.0,0.1072486151980672,0.0194180514685994,0.2533333333333333,0.0,0.0012808243398795,0.0019221060543739,0.4,7.529970791555961,1.6532436098454968,0.0007064886172986,0.0005479864354526,2024.4294197807976,1570.244494260849,87954.4955027678,53463.18584089714,1.3945896062500078e-05,8.477020175549923e-06,2022-07-12_10-41-55,17,3223142.4937541126,SF,2.04,"2022-07-12 10:59:14,993","2022-07-12 11:16:00,672","2022-07-12 11:35:33,863","2022-07-12 11:48:13,433","2022-07-12 11:58:17,658","2022-07-12 12:04:01,648","2022-07-12 12:04:42,416","2022-07-12 11:24:49,201","2022-07-12 11:47:47,979","2022-07-12 11:56:39,770","2022-07-12 12:03:59,642","2022-07-12 12:04:41,401","2022-07-12 12:05:33,654","2022-07-12 12:08:25,277"
33,0.0098624783819254,0.0,287.5628676022122,100.0,0.002,10.0,1.0,0.01,0.0,300.0,100.0,0.002,10.0,0.51,0.1052696078431373,0.0200980392156862,0.2559796437659039,0.0,0.1072486151980672,0.0194180514685994,0.2533333333333333,0.0,0.0027976088332885,0.0037528284508111,0.6,11.46548019265193,2.555647035585089,0.0010287535065416,0.0010387449263031,2744.7976008105743,3236.8269441073635,79607.44761669832,70918.61119558642,2.6194311798438804e-05,2.6762488897702266e-05,2022-07-12_10-41-55,17,3223142.4937541126,SF,2.04,"2022-07-12 10:59:14,529","2022-07-12 11:24:49,723","2022-07-12 11:50:29,423","2022-07-12 12:00:51,989","2022-07-12 12:11:01,158","2022-07-12 12:16:46,785","2022-07-12 12:17:27,947","2022-07-12 11:32:42,540","2022-07-12 12:00:26,515","2022-07-12 12:09:20,618","2022-07-12 12:16:44,687","2022-07-12 12:17:26,894","2022-07-12 12:18:19,251","2022-07-12 12:22:55,257"
34,0.0199393190292042,0.303822311772758,215.65566942080665,100.0,0.008,10.0,1.0,0.02,0.3,220.0,100.0,0.008,10.0,0.51,0.2115196078431368,0.0378676470588234,0.0118320610687024,0.1139999999999995,0.2144972303961344,0.0388361029371988,0.0126666666666667,0.1139999999999999,0.008680268309635,0.0032818361098301,1.0,118.9334728589996,2.840992272139267,0.0019151762079823,0.0008095570964088,590.7246747699982,215.6310984331845,16198.135756142789,7125.091645889741,7.059866034782527e-05,2.6789114154563e-05,2022-07-12_10-41-55,18,3223142.4937541126,SF,8.16,"2022-07-12 11:37:01,609","2022-07-12 11:37:02,662","2022-07-12 12:02:55,016","2022-07-12 12:11:20,829","2022-07-12 12:23:25,089","2022-07-12 12:29:23,784","2022-07-12 12:30:04,948","2022-07-12 11:46:31,727","2022-07-12 12:10:55,311","2022-07-12 12:19:45,450","2022-07-12 12:29:21,726","2022-07-12 12:30:03,874","2022-07-12 12:30:56,186","2022-07-12 12:35:06,564"
35,0.0195772123388121,0.3049428775065438,213.7103727419435,100.0,0.008,10.0,1.0,0.02,0.3,220.0,100.0,0.008,10.0,0.51,0.2183823529411763,0.0395833333333336,0.0167938931297708,0.1205454545454541,0.2144972303961344,0.0388361029371988,0.0126666666666667,0.1139999999999999,0.004135735687475,0.0013907538042379,1.0,112.50778263990055,1.4561889088511308,0.0009124905254787,0.0003430685061347,1258.54674187743,571.952011916508,8104.908087277325,3009.135390076823,0.0001416289302319,6.50000163733532e-05,2022-07-12_10-41-55,18,3223142.4937541126,SF,8.16,"2022-07-12 11:51:57,157","2022-07-12 11:51:58,202","2022-07-12 12:19:53,690","2022-07-12 12:28:23,632","2022-07-12 12:39:52,660","2022-07-12 12:45:49,688","2022-07-12 12:46:30,986","2022-07-12 12:01:30,048","2022-07-12 12:27:57,895","2022-07-12 12:36:50,833","2022-07-12 12:45:47,620","2022-07-12 12:46:29,914","2022-07-12 12:47:22,116","2022-07-12 12:50:09,259"
36,0.0154406577547636,0.2497343205070055,250.45088480933308,89.20928064016223,0.0034127563661884,12.169892609167407,8.0,0.0154988980945186,0.2451899299292754,255.6791336602532,89.20928064016223,0.0034127563661884,12.169892609167407,7.893428484699584,0.1647058823529415,0.0301470588235293,0.0891857506361323,0.0945454545454542,0.166223535773309,0.030095840090594,0.0905084507629722,0.0931721733731246,0.2912434433482435,0.0128607014419046,1.0,40.42750954273432,1.2893227001832213,0.0642586719136644,0.0031724533976281,15.59148593773078,0.744456570048431,1588893.4736195053,34063.62940995392,6.295990638460273e-07,1.3426097662429032e-08,2022-07-12_10-41-55,19,3223142.4937541126,2.00E-01,53.876696624422735,"2022-07-12 12:10:08,180","2022-07-12 12:10:09,209","2022-07-12 12:36:22,178","2022-07-12 12:50:52,211","2022-07-12 13:00:56,814","2022-07-12 13:06:52,543","2022-07-12 13:07:33,702","2022-07-12 12:17:48,177","2022-07-12 12:50:25,921","2022-07-12 12:59:19,324","2022-07-12 13:06:50,469","2022-07-12 13:07:32,655","2022-07-12 13:08:24,894","2022-07-12 13:13:07,528"
37,0.0150442543104689,0.2550812139102227,252.34759212009345,89.20928064016223,0.0034127563661884,12.169892609167407,8.0,0.0154988980945186,0.2451899299292754,255.6791336602532,89.20928064016223,0.0034127563661884,12.169892609167407,7.893428484699584,0.1593137254901965,0.0317401960784314,0.0927480916030531,0.0971818181818181,0.166223535773309,0.030095840090594,0.0905084507629722,0.0931721733731246,0.3723680057579208,0.0102056094011947,1.0,41.417176207615626,0.8029800508100665,0.0821576384280448,0.0025175003374381,12.180809175843446,0.3707311953092367,1983721.0073658328,49696.11767580507,5.04358885307954e-07,1.2760643680230956e-08,2022-07-12_10-41-55,19,3223142.4937541126,2.00E-01,53.876696624422735,"2022-07-12 12:23:13,389","2022-07-12 12:23:14,426","2022-07-12 12:52:17,862","2022-07-12 13:07:55,179","2022-07-12 13:18:05,376","2022-07-12 13:24:01,070","2022-07-12 13:24:41,975","2022-07-12 12:33:32,789","2022-07-12 13:07:29,599","2022-07-12 13:16:27,260","2022-07-12 13:23:59,000","2022-07-12 13:24:40,867","2022-07-12 13:25:33,090","2022-07-12 13:30:21,485"
